src_bytes,dst_bytes,duration,count,srv_count,protocol,label
325.0,1227.0,0.0,13.0,14.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,445.0,445.0,2.0,DoS
105.0,145.0,0.0,1.0,1.0,1.0,Normal
520.0,0.0,0.0,484.0,484.0,2.0,DoS
288.0,466.0,0.0,18.0,35.0,0.0,Normal
105.0,146.0,0.0,1.0,1.0,1.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,213.0,16.0,0.0,DoS
0.0,0.0,0.0,266.0,15.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,478.0,478.0,2.0,DoS
0.0,0.0,0.0,234.0,20.0,0.0,DoS
224.0,1875.0,0.0,4.0,13.0,0.0,Normal
214.0,8015.0,0.0,3.0,3.0,0.0,Normal
1873.0,369.0,1.0,1.0,3.0,0.0,Normal
0.0,0.0,0.0,1.0,1.0,0.0,Normal
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
0.0,0.0,0.0,254.0,10.0,0.0,DoS
520.0,0.0,0.0,461.0,461.0,2.0,DoS
237.0,1512.0,0.0,5.0,6.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,103.0,1.0,0.0,DoS
392.0,8169.0,0.0,11.0,22.0,0.0,Normal
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,468.0,468.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
159.0,584.0,0.0,1.0,6.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,145.0,17.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
0.0,0.0,0.0,227.0,19.0,0.0,DoS
217.0,2160.0,0.0,17.0,17.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,210.0,6.0,0.0,DoS
231.0,258.0,0.0,1.0,1.0,0.0,Normal
0.0,0.0,0.0,139.0,17.0,0.0,DoS
3775.0,0.0,0.0,21.0,21.0,0.0,Normal
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,509.0,1.0,0.0,Port Scan
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,147.0,12.0,0.0,DoS
228.0,960.0,0.0,4.0,4.0,0.0,Normal
0.0,0.0,0.0,195.0,15.0,0.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,113.0,12.0,0.0,DoS
59.0,0.0,0.0,15.0,16.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,141.0,20.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
43.0,0.0,0.0,2.0,2.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
332.0,4073.0,0.0,10.0,10.0,0.0,Normal
0.0,0.0,0.0,104.0,4.0,0.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,220.0,25.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,510.0,1.0,0.0,Port Scan
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
0.0,0.0,0.0,242.0,5.0,0.0,DoS
0.0,0.0,0.0,145.0,18.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
332.0,83326.0,0.0,3.0,3.0,0.0,Normal
0.0,0.0,0.0,81.0,5.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,11.0,11.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,136.0,5.0,0.0,DoS
520.0,0.0,0.0,447.0,447.0,2.0,DoS
0.0,0.0,0.0,138.0,13.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
145.0,105.0,12819.0,1.0,1.0,1.0,Normal
0.0,0.0,0.0,149.0,18.0,0.0,DoS
0.0,0.0,0.0,114.0,12.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,453.0,453.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
294.0,16024.0,0.0,1.0,1.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,280.0,17.0,0.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,124.0,3.0,0.0,DoS
0.0,0.0,0.0,288.0,17.0,0.0,DoS
54540.0,8314.0,0.0,5.0,6.0,0.0,DoS
903.0,327.0,0.0,1.0,1.0,0.0,Normal
105.0,147.0,0.0,1.0,1.0,1.0,Normal
0.0,0.0,0.0,225.0,11.0,0.0,DoS
233.0,2069.0,0.0,6.0,7.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
325.0,16243.0,0.0,6.0,6.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
105.0,147.0,0.0,1.0,1.0,1.0,Normal
260.0,622.0,0.0,9.0,9.0,0.0,Normal
208.0,471.0,0.0,8.0,12.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,224.0,13.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,110.0,10.0,0.0,DoS
223.0,383.0,0.0,16.0,16.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
8.0,0.0,0.0,1.0,27.0,2.0,Port Scan
0.0,0.0,0.0,264.0,9.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
12324.0,0.0,0.0,2.0,2.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,144.0,15.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,140.0,3.0,0.0,DoS
316.0,1425.0,0.0,5.0,5.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
42.0,42.0,0.0,6.0,9.0,1.0,Normal
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,128.0,5.0,0.0,DoS
219.0,5640.0,0.0,3.0,3.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,104.0,14.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,206.0,20.0,0.0,DoS
0.0,0.0,0.0,233.0,20.0,0.0,DoS
0.0,0.0,0.0,255.0,6.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,278.0,10.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,261.0,18.0,0.0,DoS
0.0,0.0,0.0,116.0,1.0,0.0,DoS
0.0,0.0,0.0,216.0,16.0,0.0,DoS
846.0,333.0,3.0,2.0,3.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,107.0,7.0,0.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
57763.0,0.0,0.0,1.0,1.0,0.0,Normal
1032.0,0.0,0.0,509.0,509.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,215.0,1.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,452.0,452.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
274.0,196.0,0.0,1.0,1.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,269.0,16.0,0.0,DoS
222.0,10378.0,0.0,9.0,9.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,509.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
146.0,105.0,15620.0,1.0,1.0,1.0,Normal
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,95.0,1.0,0.0,Port Scan
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
323.0,1214.0,0.0,12.0,12.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,136.0,11.0,0.0,DoS
0.0,0.0,0.0,126.0,11.0,0.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,266.0,7.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,511.0,1.0,0.0,Port Scan
216.0,573.0,0.0,6.0,39.0,0.0,Normal
105.0,146.0,11.0,2.0,2.0,1.0,Normal
0.0,0.0,0.0,285.0,18.0,0.0,DoS
520.0,0.0,0.0,474.0,474.0,2.0,DoS
520.0,0.0,0.0,461.0,461.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
48.0,48.0,0.0,1.0,1.0,1.0,Normal
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,133.0,13.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,123.0,14.0,0.0,DoS
0.0,0.0,0.0,242.0,16.0,0.0,DoS
1032.0,0.0,0.0,510.0,510.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,228.0,14.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
105.0,147.0,0.0,1.0,1.0,1.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
268.0,9129.0,0.0,8.0,12.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,119.0,5.0,0.0,DoS
0.0,0.0,0.0,1.0,1.0,0.0,Normal
42.0,42.0,0.0,6.0,13.0,1.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,114.0,8.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,140.0,19.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,260.0,4.0,0.0,DoS
218.0,2174.0,0.0,6.0,6.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,281.0,11.0,0.0,DoS
520.0,0.0,0.0,511.0,511.0,2.0,DoS
339.0,12922.0,0.0,5.0,5.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,111.0,13.0,0.0,DoS
224.0,484.0,0.0,33.0,41.0,0.0,Normal
520.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,255.0,5.0,0.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,1.0,1.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
0.0,0.0,0.0,120.0,6.0,0.0,DoS
0.0,0.0,0.0,1.0,1.0,0.0,Normal
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
1032.0,0.0,0.0,510.0,509.0,2.0,DoS
1032.0,0.0,0.0,511.0,511.0,2.0,DoS
520.0,0.0,0.0,467.0,467.0,2.0,DoS
0.0,0.0,0.0,296.0,25.0,0.0,DoS
